"","agency","revenue_category","revenue_source","fund_class","funding_class","revenue_class","budget_fiscal_year","fiscal_year","adopted","modified","recognized","closing_classification_name"
"4745","Department of Small Business Services","State Grants-Categorical","HOLDING ACCT UNALLOC STE RECPT","General Fund","STATE","HOLDING ACCT-UNDISTRBTED CASH","2014","2014","0","0","2786.69","Collected Unearned Revenue Roll"
"4746","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","97789","97789","2780.58","Billed Revenue"
"4747","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","97789","97789","2775.38","Collected Revenue"
"4748","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","97789","97789","2775.38","Billed Revenue"
"4749","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","97789","97789","2771.71","Collected Revenue"
"4750","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","97789","97789","2771.71","Billed Revenue"
"4751","Department of Small Business Services","Federal Grants-Categorical","TRADE ADJUSTMENT ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","LABOR","2014","2014","0","1211028","2668.75","Unbilled Revenue"
"4752","Department of Small Business Services","Federal Grants-Categorical","BROWNFIELD ASSESSMENT & CLEANUP COOP PGM","General Fund","FEDERAL - OTHER","ENVIRONMENTAL PROTECTION","2014","2014","0","2634","2634","Unbilled Revenue"
"4753","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","97789","97789","2564.6","Collected Revenue"
"4754","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","97789","97789","2564.6","Billed Revenue"
"4755","Department of Small Business Services","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2014","2014","32403600","32403600","2520.84","Collected Revenue"
"4756","Department of Small Business Services","CHARGES FOR SERVICES","ADMINISTRATIVE SERV TO PUBLIC","General Fund","CITY FUNDS","GENERAL GOVERNMENTAL CHARGES","2014","2014","50000","50000","2500","Collected Revenue"
"4757","Department of Small Business Services","State Grants-Categorical","N Y S LOCAL WATERFRONT REVITAL","General Fund","STATE","ENVIRONMENTAL CONSERVATION","2010","2014","0","900000","2400","Accounts Left In Old Year"
"4758","Department of Small Business Services","LICENS. PERM. PRIV, FRANCHISES","PERMITS - GENERAL","General Fund","CITY FUNDS","PERMITS","2014","2014","100000","100000","2390","Collected Revenue"
"4759","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2013","2014","1007111","384017","2371.18","Collected Revenue"
"4760","Department of Small Business Services","LICENS. PERM. PRIV, FRANCHISES","PERMITS - GENERAL","General Fund","CITY FUNDS","PERMITS","2014","2014","100000","100000","2370","Collected Revenue"
"4761","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2013","2014","944446","1362830","2326.86","Collected Revenue"
"4762","Department of Small Business Services","LICENS. PERM. PRIV, FRANCHISES","PERMITS - GENERAL","General Fund","CITY FUNDS","PERMITS","2014","2014","100000","100000","2200","Collected Revenue"
"4763","Department of Small Business Services","Federal Grants-Categorical","PROCUREMENT TECHNICAL ASSISTANCE","General Fund","FEDERAL - OTHER","DEFENSE","2014","2014","0","0","2186.1","Collected Unearned Revenue Roll"
"4764","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","66153","66153","2144.14","Unbilled Revenue"
"4765","Department of Small Business Services","Non-Governmental Grants","HUDSON YARDS","General Fund","OTHER CATEGORICAL","NONGOVT GRANTS-OTHER","2013","2014","0","1862","2068.8","Collected Revenue"
"4766","Department of Small Business Services","LICENS. PERM. PRIV, FRANCHISES","PERMITS - GENERAL","General Fund","CITY FUNDS","PERMITS","2014","2014","100000","100000","2050","Collected Revenue"
"4767","Department of Small Business Services","Federal Grants-Categorical","PROCUREMENT TECHNICAL ASSISTANCE","General Fund","FEDERAL - OTHER","DEFENSE","2014","2014","0","0","2013.72","Collected Unearned Revenue Roll"
"4768","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","66153","66153","2000.72","Collected Revenue"
"4769","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","66153","66153","2000.72","Billed Revenue"
"4770","Department of Small Business Services","State Grants-Categorical","HOLDING ACCT UNALLOC STE RECPT","General Fund","STATE","HOLDING ACCT-UNDISTRBTED CASH","2010","2014","0","0","1991.16","Collected Unearned Revenue Roll"
"4771","Department of Small Business Services","Federal Grants-Categorical","PROCUREMENT TECHNICAL ASSISTANCE","General Fund","FEDERAL - OTHER","DEFENSE","2014","2014","0","0","1975.68","Collected Unearned Revenue Roll"
"4772","Department of Small Business Services","Federal Grants-Categorical","PROCUREMENT TECHNICAL ASSISTANCE","General Fund","FEDERAL - OTHER","DEFENSE","2014","2014","0","0","1875.82","Collected Unearned Revenue Roll"
"4773","Department of Small Business Services","Non-Governmental Grants","HUDSON YARDS","General Fund","OTHER CATEGORICAL","NONGOVT GRANTS-OTHER","2014","2014","0","0","1800","Billed Revenue"
"4774","Department of Small Business Services","LICENS. PERM. PRIV, FRANCHISES","PERMITS - GENERAL","General Fund","CITY FUNDS","PERMITS","2014","2014","100000","100000","1760","Collected Revenue"
"4775","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","66153","66153","1723.15","Collected Revenue"
"4776","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","66153","66153","1723.15","Billed Revenue"
"4777","Department of Small Business Services","LICENS. PERM. PRIV, FRANCHISES","PERMITS - GENERAL","General Fund","CITY FUNDS","PERMITS","2014","2014","100000","100000","1670","Collected Revenue"
"4778","Department of Small Business Services","LICENS. PERM. PRIV, FRANCHISES","PERMITS - GENERAL","General Fund","CITY FUNDS","PERMITS","2014","2014","100000","100000","1620","Collected Revenue"
"4779","Department of Small Business Services","LICENS. PERM. PRIV, FRANCHISES","PERMITS - GENERAL","General Fund","CITY FUNDS","PERMITS","2014","2014","100000","100000","1620","Collected Revenue"
"4780","Department of Small Business Services","LICENS. PERM. PRIV, FRANCHISES","PERMITS - GENERAL","General Fund","CITY FUNDS","PERMITS","2014","2014","100000","100000","1620","Collected Revenue"
"4781","Department of Small Business Services","LICENS. PERM. PRIV, FRANCHISES","PERMITS - GENERAL","General Fund","CITY FUNDS","PERMITS","2014","2014","100000","100000","1620","Collected Revenue"
"4782","Department of Small Business Services","LICENS. PERM. PRIV, FRANCHISES","PERMITS - GENERAL","General Fund","CITY FUNDS","PERMITS","2014","2014","100000","100000","1620","Collected Revenue"
"4783","Department of Small Business Services","LICENS. PERM. PRIV, FRANCHISES","PERMITS - GENERAL","General Fund","CITY FUNDS","PERMITS","2014","2014","100000","100000","1620","Collected Revenue"
"4784","Department of Small Business Services","Federal Grants-Categorical","COMMUNITY DEVELOPMENT BLOCK GRANT","General Fund","FEDERAL - OTHER","HOUSING AND URBAN DEVELOPMENT","2012","2014","0","640374","1601.6","Accounts Left In Old Year"
"4785","Department of Small Business Services","Federal Grants-Categorical","FEMA Sandy B Emergency Protective Measures","General Fund","FEDERAL - OTHER","DEPARTMENT of  HOMELAND SECURITY","2014","2014","0","6324752","1592.1","Billed Revenue"
"4786","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","39279","39279","1573.33","Unbilled Revenue"
"4787","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2014","2014","39279","39279","1573.33","Unbilled Revenue"
"4788","Department of Small Business Services","LICENS. PERM. PRIV, FRANCHISES","PERMITS - GENERAL","General Fund","CITY FUNDS","PERMITS","2014","2014","100000","100000","1540","Collected Revenue"
"4789","Department of Small Business Services","CHARGES FOR SERVICES","ADMINISTRATIVE SERV TO PUBLIC","General Fund","CITY FUNDS","GENERAL GOVERNMENTAL CHARGES","2014","2014","50000","50000","1500","Collected Revenue"
"4790","Department of Small Business Services","CHARGES FOR SERVICES","ADMINISTRATIVE SERV TO PUBLIC","General Fund","CITY FUNDS","GENERAL GOVERNMENTAL CHARGES","2014","2014","50000","50000","1500","Collected Revenue"
"4791","Department of Small Business Services","CHARGES FOR SERVICES","ADMINISTRATIVE SERV TO PUBLIC","General Fund","CITY FUNDS","GENERAL GOVERNMENTAL CHARGES","2014","2014","50000","50000","1500","Collected Revenue"
"4792","Department of Small Business Services","LICENS. PERM. PRIV, FRANCHISES","PERMITS - GENERAL","General Fund","CITY FUNDS","PERMITS","2014","2014","100000","100000","1500","Collected Revenue"
"4793","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","66153","66153","1397.36","Collected Revenue"
"4794","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","66153","66153","1397.36","Billed Revenue"
"4795","Department of Small Business Services","LICENS. PERM. PRIV, FRANCHISES","PERMITS - GENERAL","General Fund","CITY FUNDS","PERMITS","2014","2014","100000","100000","1360","Collected Revenue"
"4796","Department of Small Business Services","LICENS. PERM. PRIV, FRANCHISES","PERMITS - GENERAL","General Fund","CITY FUNDS","PERMITS","2014","2014","100000","100000","1360","Collected Revenue"
"4797","Department of Small Business Services","LICENS. PERM. PRIV, FRANCHISES","PERMITS - GENERAL","General Fund","CITY FUNDS","PERMITS","2014","2014","100000","100000","1320","Collected Revenue"
"4798","Department of Small Business Services","LICENS. PERM. PRIV, FRANCHISES","PERMITS - GENERAL","General Fund","CITY FUNDS","PERMITS","2014","2014","100000","100000","1320","Collected Revenue"
"4799","Department of Small Business Services","LICENS. PERM. PRIV, FRANCHISES","PERMITS - GENERAL","General Fund","CITY FUNDS","PERMITS","2014","2014","100000","100000","1320","Collected Revenue"
"4800","Department of Small Business Services","LICENS. PERM. PRIV, FRANCHISES","PERMITS - GENERAL","General Fund","CITY FUNDS","PERMITS","2014","2014","100000","100000","1320","Collected Revenue"
"4801","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2013","2014","36470","36470","1294.15","Collected Revenue"
"4802","Department of Small Business Services","CHARGES FOR SERVICES","ADMINISTRATIVE SERV TO PUBLIC","General Fund","CITY FUNDS","GENERAL GOVERNMENTAL CHARGES","2014","2014","50000","50000","1250","Collected Revenue"
"4803","Department of Small Business Services","CHARGES FOR SERVICES","ADMINISTRATIVE SERV TO PUBLIC","General Fund","CITY FUNDS","GENERAL GOVERNMENTAL CHARGES","2014","2014","50000","50000","1250","Collected Revenue"
"4804","Department of Small Business Services","LICENS. PERM. PRIV, FRANCHISES","PERMITS - GENERAL","General Fund","CITY FUNDS","PERMITS","2014","2014","100000","100000","1250","Collected Revenue"
"4805","Department of Small Business Services","CHARGES FOR SERVICES","ADMINISTRATIVE SERV TO PUBLIC","General Fund","CITY FUNDS","GENERAL GOVERNMENTAL CHARGES","2014","2014","50000","50000","1250","Collected Revenue"
"4806","Department of Small Business Services","CHARGES FOR SERVICES","ADMINISTRATIVE SERV TO PUBLIC","General Fund","CITY FUNDS","GENERAL GOVERNMENTAL CHARGES","2014","2014","50000","50000","1250","Collected Revenue"
"4807","Department of Small Business Services","LICENS. PERM. PRIV, FRANCHISES","PERMITS - GENERAL","General Fund","CITY FUNDS","PERMITS","2014","2014","100000","100000","1200","Collected Revenue"
"4808","Department of Small Business Services","LICENS. PERM. PRIV, FRANCHISES","PERMITS - GENERAL","General Fund","CITY FUNDS","PERMITS","2014","2014","100000","100000","1200","Collected Revenue"
"4809","Department of Small Business Services","CHARGES FOR SERVICES","OTHER SERVICES AND FEES","General Fund","CITY FUNDS","GENERAL GOVERNMENTAL CHARGES","2014","2014","0","0","1180","Collected Revenue"
"4810","Department of Small Business Services","LICENS. PERM. PRIV, FRANCHISES","PERMITS - GENERAL","General Fund","CITY FUNDS","PERMITS","2014","2014","100000","100000","1150","Collected Revenue"
"4811","Department of Small Business Services","LICENS. PERM. PRIV, FRANCHISES","PERMITS - GENERAL","General Fund","CITY FUNDS","PERMITS","2014","2014","100000","100000","1050","Collected Revenue"
"4812","Department of Small Business Services","State Grants-Categorical","HOLDING ACCT UNALLOC STE RECPT","General Fund","STATE","HOLDING ACCT-UNDISTRBTED CASH","2013","2014","0","0","1030","Collected Unearned Revenue Roll"
"4813","Department of Small Business Services","CHARGES FOR SERVICES","ADMINISTRATIVE SERV TO PUBLIC","General Fund","CITY FUNDS","GENERAL GOVERNMENTAL CHARGES","2014","2014","50000","50000","1000","Collected Revenue"
"4814","Department of Small Business Services","CHARGES FOR SERVICES","ADMINISTRATIVE SERV TO PUBLIC","General Fund","CITY FUNDS","GENERAL GOVERNMENTAL CHARGES","2014","2014","50000","50000","1000","Collected Revenue"
"4815","Department of Small Business Services","CHARGES FOR SERVICES","ADMINISTRATIVE SERV TO PUBLIC","General Fund","CITY FUNDS","GENERAL GOVERNMENTAL CHARGES","2014","2014","50000","50000","1000","Collected Revenue"
"4816","Department of Small Business Services","CHARGES FOR SERVICES","ADMINISTRATIVE SERV TO PUBLIC","General Fund","CITY FUNDS","GENERAL GOVERNMENTAL CHARGES","2014","2014","50000","50000","1000","Collected Revenue"
"4817","Department of Small Business Services","CHARGES FOR SERVICES","ADMINISTRATIVE SERV TO PUBLIC","General Fund","CITY FUNDS","GENERAL GOVERNMENTAL CHARGES","2014","2014","50000","50000","1000","Collected Revenue"
