"Adopted","Agency","Budget Fiscal Year","Closing Classification Name","Fiscal Year","Fund Class","Funding Class","Modified","Recognized","Revenue Category","Revenue Class","Revenue Source"\
0.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,0.00,-61678.88,TAXES,INCOME TAXES,Business Tax Suspense Account
21011386.00,Department of Education,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,21011386.00,-61691.00,Federal Grants-Categorical,EDUCATION,COMMUNITY LEARNING CENTERS
0.00,District Attorney - Queens County,2016,Billed Revenue,2016,General Fund,STATE,47385.00,-61695.00,State Grants-Categorical,MENTAL HYGIENE,CRIMINAL JUSTICE COORD. GRANT
0.00,Miscellaneous,2016,Collected Unearned Revenue Roll,2016,General Fund,CITY FUNDS,0.00,-61695.00,MISCELLANEOUS,MISCELLANEOUS,HOLDING ACCT UNIDENTIFIED REVS
0.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,0.00,-61708.09,TAXES,INCOME TAXES,BTS Intermediary Account
0.00,Administration for Children's Services,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,0.00,-61771.88,Federal Grants-Categorical,AGRICULTURE,SCHOOL LUNCH
0.00,Administration for Children's Services,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,2655807.00,-61782.00,Federal Grants-Categorical,Health and Human Services,TEMP.ASST NEEDY FAMILY 100%FED
0.00,Department of Small Business Services,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-61792.85,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
30000000.00,Department of Education,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,30000000.00,-61793.00,Federal Grants-Categorical,EDUCATION,TITLE I GRANTS TO LOCAL EDUCATIONAL AGCS
0.00,Mayoralty,2016,Collected Unearned Revenue Roll,2016,General Fund,CITY FUNDS,0.00,-61817.39,TAXES,GENERAL PROPERTY TAXES,REAL PROP TAX HOLDING CODE
0.00,District Attorney - Bronx County,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,254500.00,-61826.50,Federal Grants-Categorical,JUSTICE,JUSTICE ASSISTANCE GRANT FUNDS
55638883.00,Administration for Children's Services,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,55195875.00,-61848.00,Federal Grants-Categorical,Health and Human Services,TITLE IV-E -  FOSTER CARE ADMINISTRATION
0.00,Administration for Children's Services,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,0.00,-61859.00,Federal Grants-Categorical,AGRICULTURE,TRAINING
-29000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,-29000000.00,-61861.51,TAXES,OTHER TAXES,REFUNDS OF ALL OTHER TAXES
-29000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,-29000000.00,-61861.51,TAXES,OTHER TAXES,REFUNDS OF ALL OTHER TAXES
702786.00,Housing Preservation and Development,2016,Collected Unearned Revenue Roll,2017,General Fund,FEDERAL - OTHER,702786.00,-61904.32,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,Continuum of Care - Shelter Plus Care
702786.00,Housing Preservation and Development,2016,Billed Revenue,2017,General Fund,FEDERAL - OTHER,702786.00,-61904.32,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,Continuum of Care - Shelter Plus Care
47680195.00,Department of Social Services,2016,Billed Revenue,2017,General Fund,FEDERAL - OTHER,116369170.00,-61910.00,Federal Grants-Categorical,Health and Human Services,TANF--EMERGENCY ASSISTANCE
30000000.00,Department of Education,2016,Billed Revenue,2017,General Fund,FEDERAL - OTHER,30000000.00,-61912.00,Federal Grants-Categorical,EDUCATION,TITLE I GRANTS TO LOCAL EDUCATIONAL AGCS
0.00,Borough President - Bronx,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,367849.00,-61913.81,Federal Grants-Categorical,JUSTICE,ARREST POLICIES&ENFORCEMENT PROTECTION
12000000.00,Department of Finance,2016,Collected Revenue,2016,General Fund,CITY FUNDS,13800000.00,-61915.00,CHARGES FOR SERVICES,GENERAL GOVERNMENTAL CHARGES,ADMINISTRATIVE SERV TO PUBLIC
12000000.00,Department of Finance,2016,Collected Revenue,2016,General Fund,CITY FUNDS,13800000.00,-61915.00,CHARGES FOR SERVICES,GENERAL GOVERNMENTAL CHARGES,ADMINISTRATIVE SERV TO PUBLIC
8883915.00,Fire Department,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,8883915.00,-61917.93,Federal Grants-Categorical,Health and Human Services,OCCUPATIONAL SAFETY AND HEALTH PROGRAM
8883915.00,Fire Department,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,8883915.00,-61917.93,Federal Grants-Categorical,Health and Human Services,OCCUPATIONAL SAFETY AND HEALTH PROGRAM
0.00,Department of Social Services,2016,Collected Unearned Revenue Roll,2017,General Fund,FEDERAL - OTHER,0.00,-61918.00,Federal Grants-Categorical,HOLDING ACCT-UNDISTRIBUTD CASH,HOLDING ACCT UNALLOC FED RECPT
1751809.00,Department of Small Business Services,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,1751809.00,-61988.06,Federal Grants-Categorical,LABOR,W.I.A.  DISLOCATED WORKERS
0.00,Department of Social Services,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-61997.80,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
243657958.00,Department of Social Services,2016,Billed Revenue,2016,General Fund,STATE,244485264.00,-61997.80,State Grants-Categorical,SOCIAL SERVICES,SAFETY-NET
1442355.00,Department of Health and Mental Hygiene,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,2226887.00,-62001.38,Federal Grants-Categorical,Health and Human Services,HIV Prevention Activities Non-Governmental Organization Base
0.00,Police Department,2016,Collected Unearned Revenue Roll,2016,General Fund,OTHER CATEGORICAL,490469.00,-62020.10,Non-Governmental Grants,NONGOVT GRANTS-OTHER,FORD WARRANTY PROGRAM
0.00,Police Department,2016,Billed Revenue,2016,General Fund,OTHER CATEGORICAL,490469.00,-62020.10,Non-Governmental Grants,NONGOVT GRANTS-OTHER,FORD WARRANTY PROGRAM
0.00,Mayoralty,2016,Collected Unearned Revenue Roll,2019,General Fund,OTHER CATEGORICAL,0.00,-62020.88,Non-Governmental Grants,NONGOVT GRANTS - HOUSING,NYC Build It Back Home Repair Program
0.00,Housing Preservation and Development,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,0.00,-62023.00,Federal Grants-Categorical,HOLDING ACCT-UNDISTRIBUTD CASH,HOLDING ACCT UNALLOC FED RECPT
0.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,0.00,-62041.00,TAXES,INCOME TAXES,Business Tax Suspense Account
-477000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,-414323000.00,-62083.79,TAXES,INCOME TAXES,REFUNDS OF GENERAL CORP TAX
-477000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,-414323000.00,-62083.79,TAXES,INCOME TAXES,REFUNDS OF GENERAL CORP TAX
0.00,Administration for Children's Services,2016,Billed Revenue,2017,General Fund,FEDERAL - OTHER,132351541.00,-62087.00,Federal Grants-Categorical,Health and Human Services,FOSTER CARE TITLE IV-E
0.00,Department of Transportation,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-62102.39,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
-95000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,-110000000.00,-62124.56,TAXES,INCOME TAXES,REFUNDS OF UNICORP BUSN TAX
-95000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,-110000000.00,-62124.56,TAXES,INCOME TAXES,REFUNDS OF UNICORP BUSN TAX
30000000.00,Department of Education,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,30000000.00,-62145.00,Federal Grants-Categorical,EDUCATION,TITLE I GRANTS TO LOCAL EDUCATIONAL AGCS
12000000.00,Department of Finance,2016,Collected Revenue,2016,General Fund,CITY FUNDS,12000000.00,-62160.00,CHARGES FOR SERVICES,GENERAL GOVERNMENTAL CHARGES,ADMINISTRATIVE SERV TO PUBLIC
12000000.00,Department of Finance,2016,Collected Revenue,2016,General Fund,CITY FUNDS,12000000.00,-62160.00,CHARGES FOR SERVICES,GENERAL GOVERNMENTAL CHARGES,ADMINISTRATIVE SERV TO PUBLIC
0.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,0.00,-62162.99,MISCELLANEOUS,MISCELLANEOUS,N.G. CHECKS
16332722.00,Housing Preservation and Development,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,16609758.00,-62176.00,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,SECTION 8 ADMIN FEES - MODERATE SRO
16332722.00,Housing Preservation and Development,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,16609758.00,-62176.00,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,SECTION 8 ADMIN FEES - MODERATE SRO
16332722.00,Housing Preservation and Development,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,16609758.00,-62176.00,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,SECTION 8 ADMIN FEES - MODERATE SRO
16332722.00,Housing Preservation and Development,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,16609758.00,-62176.00,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,SECTION 8 ADMIN FEES - MODERATE SRO
16332722.00,Housing Preservation and Development,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,16609758.00,-62176.00,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,SECTION 8 ADMIN FEES - MODERATE SRO
16332722.00,Housing Preservation and Development,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,16332722.00,-62177.00,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,SECTION 8 ADMIN FEES - MODERATE SRO
0.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,0.00,-62179.00,TAXES,INCOME TAXES,Business Tax Suspense Account
4500000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,4500000000.00,-62182.00,TAXES,INCOME TAXES,GENERAL CORPORATION TAX
711604.00,Department of Health and Mental Hygiene,2016,Collected Unearned Revenue Roll,2018,General Fund,STATE,711604.00,-62202.00,State Grants-Categorical,MENTAL HEALTH,SUPPORTED HOUSING SERVICES
0.00,Department of Transportation,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-62221.97,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
4500000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,4500000000.00,-62223.78,TAXES,INCOME TAXES,GENERAL CORPORATION TAX
0.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,0.00,-62234.05,MISCELLANEOUS,MISCELLANEOUS,N.G. CHECKS
0.00,Administration for Children's Services,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,20043545.00,-62238.00,Federal Grants-Categorical,Health and Human Services,FOSTER CARE TITLE IV-E
788059843.00,Mayoralty,2016,Billed Revenue,2017,General Fund,FEDERAL - CD,676718140.00,-62301.81,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,CDBG-Disaster Recovery
788059843.00,Mayoralty,2016,Unbilled Revenue,2017,General Fund,FEDERAL - CD,676718140.00,-62301.81,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,CDBG-Disaster Recovery
826428.00,Housing Preservation and Development,2016,Collected Unearned Revenue Roll,2017,General Fund,FEDERAL - OTHER,826428.00,-62314.00,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,Continuum of Care - Shelter Plus Care
826428.00,Housing Preservation and Development,2016,Billed Revenue,2017,General Fund,FEDERAL - OTHER,826428.00,-62314.00,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,Continuum of Care - Shelter Plus Care
826428.00,Housing Preservation and Development,2016,Collected Unearned Revenue Roll,2017,General Fund,FEDERAL - OTHER,826428.00,-62314.00,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,Continuum of Care - Shelter Plus Care
826428.00,Housing Preservation and Development,2016,Billed Revenue,2017,General Fund,FEDERAL - OTHER,826428.00,-62314.00,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,Continuum of Care - Shelter Plus Care
539000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,539000000.00,-62322.29,TAXES,OTHER TAXES,TAX ON OCCUPANCY OF HOTEL ROOM
0.00,Miscellaneous,2016,Accounts Left In Old Year,2016,General Fund,CITY FUNDS,0.00,-62344.36,MISCELLANEOUS,MISCELLANEOUS,SUNDRIES
-29000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,-29000000.00,-62354.79,TAXES,OTHER TAXES,REFUNDS OF ALL OTHER TAXES
-29000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,-29000000.00,-62354.79,TAXES,OTHER TAXES,REFUNDS OF ALL OTHER TAXES
788059843.00,Mayoralty,2016,Billed Revenue,2016,General Fund,FEDERAL - CD,1299135421.00,-62362.95,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,CDBG-Disaster Recovery
12000000.00,Department of Finance,2016,Collected Revenue,2016,General Fund,CITY FUNDS,13800000.00,-62388.07,CHARGES FOR SERVICES,GENERAL GOVERNMENTAL CHARGES,ADMINISTRATIVE SERV TO PUBLIC
12000000.00,Department of Finance,2016,Collected Revenue,2016,General Fund,CITY FUNDS,13800000.00,-62388.07,CHARGES FOR SERVICES,GENERAL GOVERNMENTAL CHARGES,ADMINISTRATIVE SERV TO PUBLIC
12000000.00,Department of Finance,2016,Collected Revenue,2016,General Fund,CITY FUNDS,13800000.00,-62400.00,CHARGES FOR SERVICES,GENERAL GOVERNMENTAL CHARGES,ADMINISTRATIVE SERV TO PUBLIC
12000000.00,Department of Finance,2016,Collected Revenue,2016,General Fund,CITY FUNDS,13800000.00,-62400.00,CHARGES FOR SERVICES,GENERAL GOVERNMENTAL CHARGES,ADMINISTRATIVE SERV TO PUBLIC
0.00,Housing Preservation and Development,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,0.00,-62413.00,Federal Grants-Categorical,HOLDING ACCT-UNDISTRIBUTD CASH,HOLDING ACCT UNALLOC FED RECPT
0.00,Housing Preservation and Development,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,0.00,-62413.00,Federal Grants-Categorical,HOLDING ACCT-UNDISTRIBUTD CASH,HOLDING ACCT UNALLOC FED RECPT
0.00,Department of Health and Mental Hygiene,2016,Billed Revenue,2017,General Fund,OTHER CATEGORICAL,334505.00,-62424.00,Non-Governmental Grants,NONGOVT GRANTS-OTHER,NON-GOVERNMENTAL GRANTS
0.00,Department of Small Business Services,2016,Billed Revenue,2017,General Fund,FEDERAL - OTHER,1250000.00,-62458.08,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,COMMUNITY DEVELOPMENT BLOCK GRANT
12000000.00,Department of Finance,2016,Collected Revenue,2016,General Fund,CITY FUNDS,13800000.00,-62480.00,CHARGES FOR SERVICES,GENERAL GOVERNMENTAL CHARGES,ADMINISTRATIVE SERV TO PUBLIC
12000000.00,Department of Finance,2016,Collected Revenue,2016,General Fund,CITY FUNDS,13800000.00,-62480.00,CHARGES FOR SERVICES,GENERAL GOVERNMENTAL CHARGES,ADMINISTRATIVE SERV TO PUBLIC
0.00,Department of Transportation,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-62485.79,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
34006181.00,Department of Education,2016,Billed Revenue,2017,General Fund,FEDERAL - OTHER,34006181.00,-62503.00,Federal Grants-Categorical,EDUCATION,TITLE III-LEP &  IMMIGRATION STUDENT
826428.00,Housing Preservation and Development,2016,Collected Unearned Revenue Roll,2017,General Fund,FEDERAL - OTHER,826428.00,-62532.00,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,Continuum of Care - Shelter Plus Care
826428.00,Housing Preservation and Development,2016,Billed Revenue,2017,General Fund,FEDERAL - OTHER,826428.00,-62532.00,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,Continuum of Care - Shelter Plus Care
0.00,Fire Department,2016,Unbilled Revenue,2017,General Fund,FEDERAL - OTHER,373691.00,-62544.45,Federal Grants and Contracts-Categorical,DEPARTMENT of  HOMELAND SECURITY,PORT SECURITY
0.00,Fire Department,2016,Collected Revenue,2018,General Fund,FEDERAL - OTHER,373691.00,-62544.45,Federal Grants and Contracts-Categorical,DEPARTMENT of  HOMELAND SECURITY,PORT SECURITY
0.00,Fire Department,2016,Unbilled Revenue,2018,General Fund,FEDERAL - OTHER,373691.00,-62544.45,Federal Grants-Categorical,DEPARTMENT of  HOMELAND SECURITY,PORT SECURITY
0.00,Housing Preservation and Development,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,0.00,-62560.00,Federal Grants-Categorical,HOLDING ACCT-UNDISTRIBUTD CASH,HOLDING ACCT UNALLOC FED RECPT
976000.00,Housing Preservation and Development,2016,Collected Unearned Revenue Roll,2018,General Fund,FEDERAL - OTHER,976000.00,-62565.75,Federal Grants and Contracts-Categorical,HOUSING AND URBAN DEVELOPMENT,Continuum of Care - Shelter Plus Care
1085744.00,Department of Health and Mental Hygiene,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,1085744.00,-62575.58,Federal Grants-Categorical,Health and Human Services,NEW YORK NEW YORK PATH
679101123.00,Department of Education,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,679101123.00,-62596.00,Federal Grants-Categorical,EDUCATION,ECIA TITLE I
0.00,District Attorney - Bronx County,2016,Billed Revenue,2017,General Fund,FEDERAL - OTHER,254500.00,-62601.67,Federal Grants-Categorical,JUSTICE,JUSTICE ASSISTANCE GRANT FUNDS
0.00,Mayoralty,2016,Billed Revenue,2017,General Fund,FEDERAL - CD,0.00,-62604.88,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,CDBG-Disaster Recovery
0.00,Department of Transportation,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,1324046.00,-62608.86,Federal Grants-Categorical,TRANSPORTATION,HIGHWAY PLANNING AND CONSTRUCTION
0.00,Department of Transportation,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-62608.86,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Billed Revenue,2017,General Fund,STATE,0.00,-62609.00,State Grants-Categorical,EDUCATION,P.S.AID/SPECIAL READING
0.00,Administration for Children's Services,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,2655807.00,-62630.00,Federal Grants-Categorical,Health and Human Services,TEMP.ASST NEEDY FAMILY 100%FED
3000000.00,Housing Preservation and Development,2016,Billed Revenue,2018,General Fund,FEDERAL - OTHER,3000000.00,-62640.00,Federal Grants and Contracts-Categorical,HOUSING AND URBAN DEVELOPMENT,HOME INVESTMENT PARTNERSHIP
-95000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,-110000000.00,-62689.53,TAXES,INCOME TAXES,REFUNDS OF UNICORP BUSN TAX
-95000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,-110000000.00,-62689.53,TAXES,INCOME TAXES,REFUNDS OF UNICORP BUSN TAX
823851.00,Housing Preservation and Development,2016,Billed Revenue,2018,General Fund,FEDERAL - OTHER,823851.00,-62702.97,Federal Grants and Contracts-Categorical,HOUSING AND URBAN DEVELOPMENT,Continuum of Care - Shelter Plus Care
7623284.00,Mayoralty,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,7623284.00,-62734.29,Federal Grants-Categorical,OTHER,REIMBURSEMENT-OVERHEAD COSTS
-29000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,-29000000.00,-62770.08,TAXES,OTHER TAXES,REFUNDS OF ALL OTHER TAXES
-29000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,-29000000.00,-62770.08,TAXES,OTHER TAXES,REFUNDS OF ALL OTHER TAXES
0.00,Mayoralty,2016,Collected Revenue,2016,General Fund,FEDERAL - CD,0.00,-62796.18,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,EMERGENCY REPAIR
0.00,Department of Transportation,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,700000.00,-62813.86,Federal Grants-Categorical,TRANSPORTATION,HIGHWAY PLANNING AND CONSTRUCTION
